Amount,Use Chip,Merchant City,Merchant State,MCC,Is Fraud?,Amount_Rupiah,date
66.79,Swipe Transaction,La Verne,CA,5812,No,1102035.0,2014-09-23
6.94,Swipe Transaction,Mira Loma,CA,5541,No,114510.0,2014-09-24
60.66,Swipe Transaction,La Verne,CA,7538,No,1000890.0,2014-09-25
3.65,Online Transaction,ONLINE,Unknown,5815,No,60225.0,2014-09-25
188.0,Swipe Transaction,La Verne,CA,5311,No,3102000.0,2014-09-26
99.77,Swipe Transaction,La Verne,CA,4900,No,1646205.0,2014-09-27
19.05,Swipe Transaction,La Verne,CA,5300,No,314325.0,2014-10-01
25.64,Swipe Transaction,Monterey Park,CA,5411,No,423060.0,2014-10-03
150.59,Swipe Transaction,La Verne,CA,5912,No,2484735.0,2014-10-03
134.57,Swipe Transaction,Monterey Park,CA,5411,No,2220405.0,2014-10-04
121.83,Swipe Transaction,Mira Loma,CA,5541,No,2010195.0,2014-10-05
72.15,Swipe Transaction,La Verne,CA,7538,No,1190475.0,2014-10-05
7.07,Swipe Transaction,La Verne,CA,5912,No,116655.0,2014-10-07
-88.0,Swipe Transaction,Mira Loma,CA,5541,No,-1452000.0,2014-10-08
62.2,Swipe Transaction,Mira Loma,CA,5541,No,1026300.0,2014-10-08
88.0,Swipe Transaction,Mira Loma,CA,5541,No,1452000.0,2014-10-08
64.64,Swipe Transaction,Mira Loma,CA,5812,No,1066560.0,2014-10-09
45.18,Swipe Transaction,La Verne,CA,5411,No,745470.0,2014-10-10
154.5,Swipe Transaction,La Verne,CA,5912,No,2549250.0,2014-10-10
72.73,Swipe Transaction,Mira Loma,CA,5812,No,1200045.0,2014-10-10
89.15,Swipe Transaction,La Verne,CA,5411,No,1470975.0,2014-10-12
59.36,Swipe Transaction,Monterey Park,CA,5942,No,979440.0,2014-10-13
36.62,Swipe Transaction,La Verne,CA,5912,No,604230.0,2014-10-16
1198.55,Swipe Transaction,Mira Loma,CA,5733,No,19776075.0,2014-10-19
4.53,Swipe Transaction,La Verne,CA,5411,No,74745.0,2014-10-21
11.0,Swipe Transaction,Monterey Park,CA,5411,No,181500.0,2014-10-25
134.64,Online Transaction,ONLINE,Unknown,5311,No,2221560.0,2014-10-26
39.0,Swipe Transaction,Monterey Park,CA,5942,No,643500.0,2014-10-26
132.65,Swipe Transaction,La Verne,CA,5912,No,2188725.0,2014-10-27
33.64,Swipe Transaction,Monterey Park,CA,5942,No,555060.0,2014-10-27
65.32,Swipe Transaction,La Verne,CA,7538,No,1077780.0,2014-10-27
83.64,Swipe Transaction,Mira Loma,CA,5812,No,1380060.0,2014-11-01
87.28,Swipe Transaction,Mira Loma,CA,5812,No,1440120.0,2014-11-01
42.39,Swipe Transaction,La Verne,CA,5912,No,699435.0,2014-11-06
29.29,Swipe Transaction,La Verne,CA,5411,No,483285.0,2014-11-09
16.64,Swipe Transaction,La Verne,CA,5300,No,274560.0,2014-11-12
76.59,Swipe Transaction,La Verne,CA,5812,No,1263735.0,2014-11-14
81.0,Swipe Transaction,La Verne,CA,5499,No,1336500.0,2014-11-15
64.16,Swipe Transaction,La Verne,CA,5499,No,1058640.0,2014-11-15
12.38,Swipe Transaction,Monterey Park,CA,5411,No,204270.0,2014-11-15
-81.0,Swipe Transaction,La Verne,CA,5499,No,-1336500.0,2014-11-15
108.8,Swipe Transaction,La Verne,CA,5912,No,1795200.0,2014-11-17
46.56,Swipe Transaction,Monterey Park,CA,5942,No,768240.0,2014-11-17
3.39,Swipe Transaction,Mira Loma,CA,5541,No,55935.0,2014-11-17
39.8,Swipe Transaction,Monterey Park,CA,5411,No,656700.0,2014-11-25
39.74,Swipe Transaction,La Verne,CA,5912,No,655710.0,2014-11-28
24.61,Swipe Transaction,La Verne,CA,7230,No,406065.0,2014-11-29
45.89,Swipe Transaction,La Verne,CA,5912,No,757185.0,2014-12-01
5.22,Swipe Transaction,Mira Loma,CA,5541,No,86130.0,2014-12-01
14.08,Swipe Transaction,Monterey Park,CA,5411,No,232320.0,2014-12-02
143.45,Swipe Transaction,Monterey Park,CA,5411,No,2366925.0,2014-12-04
60.71,Online Transaction,ONLINE,Unknown,5311,No,1001715.0,2014-12-06
40.66,Swipe Transaction,West Henrietta,NY,7538,No,670890.0,2014-12-11
11.47,Swipe Transaction,Mira Loma,CA,5812,No,189255.0,2014-12-12
30.24,Swipe Transaction,Monterey Park,CA,5942,No,498960.0,2014-12-13
3.3,Swipe Transaction,Muscatine,IA,5541,No,54450.0,2014-12-16
65.61,Swipe Transaction,Muscatine,IA,5812,No,1082565.0,2014-12-20
99.49,Swipe Transaction,Muscatine,IA,5814,No,1641585.0,2014-12-20
10.38,Swipe Transaction,Muscatine,IA,5541,No,171270.0,2014-12-21
107.23,Swipe Transaction,Diamond Bar,CA,5719,No,1769295.0,2014-12-29
143.24,Swipe Transaction,Mira Loma,CA,5541,No,2363460.0,2014-12-30
45.67,Swipe Transaction,La Verne,CA,7538,No,753555.0,2014-12-31
6.05,Online Transaction,ONLINE,Unknown,5815,No,99825.0,2015-01-01
44.36,Chip Transaction,La Verne,CA,5411,No,731940.0,2015-01-04
129.16,Chip Transaction,La Verne,CA,5300,No,2131140.0,2015-01-04
54.03,Chip Transaction,Monterey Park,CA,5942,No,891495.0,2015-01-06
37.95,Chip Transaction,La Verne,CA,5912,No,626175.0,2015-01-07
11.4,Swipe Transaction,La Verne,CA,5812,No,188100.0,2015-01-07
5.05,Chip Transaction,La Verne,CA,5311,No,83325.0,2015-01-08
29.96,Chip Transaction,La Verne,CA,5813,No,494340.0,2015-01-12
38.6,Chip Transaction,La Verne,CA,5300,No,636900.0,2015-01-14
7.05,Chip Transaction,Monterey Park,CA,5411,No,116325.0,2015-01-14
68.11,Chip Transaction,La Verne,CA,5310,No,1123815.0,2015-01-16
66.3,Chip Transaction,Monterey Park,CA,5651,No,1093950.0,2015-01-16
35.8,Chip Transaction,La Verne,CA,5912,No,590700.0,2015-01-21
27.79,Chip Transaction,La Verne,CA,5813,No,458535.0,2015-01-23
12.31,Chip Transaction,Monterey Park,CA,5411,No,203115.0,2015-01-24
98.0,Chip Transaction,Mira Loma,CA,5541,No,1617000.0,2015-01-24
-98.0,Chip Transaction,Mira Loma,CA,5541,No,-1617000.0,2015-01-24
59.29,Chip Transaction,Mira Loma,CA,5541,No,978285.0,2015-01-24
160.0,Chip Transaction,Mira Loma,CA,4829,No,2640000.0,2015-01-26
42.69,Chip Transaction,Monterey Park,CA,5411,No,704385.0,2015-01-27
28.27,Chip Transaction,Monterey Park,CA,5942,No,466455.0,2015-01-29
6.98,Online Transaction,ONLINE,Unknown,5311,No,115170.0,2015-02-02
133.57,Chip Transaction,Chicago,IL,5300,No,2203905.0,2015-02-08
1.53,Chip Transaction,Chicago,IL,5499,No,25245.0,2015-02-09
87.91,Chip Transaction,Chicago,IL,5541,No,1450515.0,2015-02-11
120.1,Chip Transaction,La Verne,CA,5912,No,1981650.0,2015-02-15
40.72,Swipe Transaction,La Verne,CA,5193,No,671880.0,2015-02-16
25.24,Chip Transaction,La Verne,CA,5411,No,416460.0,2015-02-22
6.75,Online Transaction,ONLINE,Unknown,5815,No,111375.0,2015-02-22
36.9,Chip Transaction,Monterey Park,CA,5411,No,608850.0,2015-02-23
38.08,Chip Transaction,La Verne,CA,5912,No,628320.0,2015-03-01
27.58,Chip Transaction,La Verne,CA,5912,No,455070.0,2015-03-02
14.11,Swipe Transaction,La Verne,CA,5812,No,232815.0,2015-03-02
40.99,Chip Transaction,La Verne,CA,5912,No,676335.0,2015-03-05
30.93,Chip Transaction,La Verne,CA,5411,No,510345.0,2015-03-09
5.96,Online Transaction,ONLINE,Unknown,5815,No,98340.0,2015-03-16
8.15,Chip Transaction,Mira Loma,CA,5812,No,134475.0,2015-03-18
41.88,Chip Transaction,La Verne,CA,5411,No,691020.0,2015-03-19
85.66,Online Transaction,ONLINE,Unknown,5311,No,1413390.0,2015-03-22
114.42,Chip Transaction,Mira Loma,CA,5541,No,1887930.0,2015-03-24
1.66,Chip Transaction,La Verne,CA,5499,No,27390.0,2015-03-24
2.47,Online Transaction,ONLINE,Unknown,5815,No,40755.0,2015-03-25
71.52,Chip Transaction,La Verne,CA,5814,No,1180080.0,2015-03-28
43.31,Chip Transaction,Monterey Park,CA,5411,No,714615.0,2015-03-30
63.82,Chip Transaction,La Verne,CA,5311,No,1053030.0,2015-03-31
49.55,Chip Transaction,La Verne,CA,5912,No,817575.0,2015-04-01
32.08,Chip Transaction,Monterey Park,CA,5942,No,529320.0,2015-04-02
30.85,Chip Transaction,Monterey Park,CA,5411,No,509025.0,2015-04-03
152.92,Chip Transaction,La Verne,CA,5311,No,2523180.0,2015-04-04
122.11,Chip Transaction,La Verne,CA,5311,No,2014815.0,2015-04-04
151.48,Chip Transaction,La Verne,CA,4900,No,2499420.0,2015-04-06
29.82,Online Transaction,ONLINE,Unknown,4814,No,492030.0,2015-04-09
45.38,Online Transaction,ONLINE,Unknown,7349,No,748770.0,2015-04-09
61.04,Chip Transaction,La Verne,CA,5814,No,1007160.0,2015-04-12
122.18,Chip Transaction,Mira Loma,CA,5541,No,2015970.0,2015-04-13
50.01,Chip Transaction,Monterey Park,CA,5942,No,825165.0,2015-04-15
133.08,Chip Transaction,La Verne,CA,5912,No,2195820.0,2015-04-17
56.91,Chip Transaction,La Verne,CA,7538,No,939015.0,2015-04-21
58.07,Chip Transaction,La Verne,CA,7538,No,958155.0,2015-04-22
24.91,Online Transaction,ONLINE,Unknown,4814,No,411015.0,2015-04-22
84.5,Chip Transaction,La Verne,CA,5300,No,1394250.0,2015-04-27
122.33,Chip Transaction,La Verne,CA,5912,No,2018445.0,2015-05-09
46.97,Chip Transaction,La Verne,CA,5912,No,775005.0,2015-05-12
63.7,Chip Transaction,La Verne,CA,5311,No,1051050.0,2015-05-12
150.22,Chip Transaction,La Verne,CA,5300,No,2478630.0,2015-05-14
137.12,Chip Transaction,La Verne,CA,5912,No,2262480.0,2015-05-15
42.16,Chip Transaction,La Verne,CA,5411,No,695640.0,2015-05-16
49.78,Online Transaction,ONLINE,Unknown,7349,No,821370.0,2015-05-16
120.48,Chip Transaction,La Verne,CA,5912,No,1987920.0,2015-05-23
25.5,Swipe Transaction,Mira Loma,CA,7832,No,420750.0,2015-05-23
45.55,Chip Transaction,La Verne,CA,7349,No,751575.0,2015-05-24
63.43,Chip Transaction,La Verne,CA,5499,No,1046595.0,2015-05-30
-93.0,Chip Transaction,La Verne,CA,5499,No,-1534500.0,2015-05-30
93.0,Chip Transaction,La Verne,CA,5499,No,1534500.0,2015-05-30
15.93,Chip Transaction,La Verne,CA,5912,No,262845.0,2015-05-31
103.04,Chip Transaction,Monterey Park,CA,5411,No,1700160.0,2015-06-02
135.23,Swipe Transaction,Ontario,CA,5094,No,2231295.0,2015-06-05
33.41,Chip Transaction,Monterey Park,CA,5411,No,551265.0,2015-06-06
27.08,Chip Transaction,La Verne,CA,7230,No,446820.0,2015-06-07
74.48,Swipe Transaction,La Verne,CA,5812,No,1228920.0,2015-06-08
37.33,Chip Transaction,Monterey Park,CA,5411,No,615945.0,2015-06-11
12.95,Chip Transaction,Monterey Park,CA,5411,No,213675.0,2015-06-13
67.49,Chip Transaction,La Verne,CA,7538,No,1113585.0,2015-06-19
36.79,Chip Transaction,La Verne,CA,5411,No,607035.0,2015-06-20
6.06,Online Transaction,ONLINE,Unknown,5815,No,99990.0,2015-06-20
66.88,Online Transaction,ONLINE,Unknown,5311,No,1103520.0,2015-06-21
47.07,Chip Transaction,La Verne,CA,5912,No,776655.0,2015-06-22
158.48,Chip Transaction,La Verne,CA,5411,No,2614920.0,2015-06-24
43.45,Online Transaction,ONLINE,Unknown,5193,No,716925.0,2015-06-25
64.94,Chip Transaction,La Verne,CA,5300,No,1071510.0,2015-06-29
10.47,Chip Transaction,Hanford,CA,5814,No,172755.0,2015-07-03
205.14,Chip Transaction,Pixley,CA,4814,No,3384810.0,2015-07-03
32.39,Chip Transaction,Farmersville,CA,5912,No,534435.0,2015-07-05
143.65,Chip Transaction,La Verne,CA,5311,No,2370225.0,2015-07-07
64.12,Chip Transaction,La Verne,CA,5912,No,1057980.0,2015-07-11
41.33,Online Transaction,ONLINE,Unknown,4900,No,681945.0,2015-07-11
45.9,Chip Transaction,Monterey Park,CA,5411,No,757350.0,2015-07-15
28.07,Chip Transaction,La Verne,CA,5411,No,463155.0,2015-07-19
7.29,Online Transaction,ONLINE,Unknown,5815,No,120285.0,2015-07-22
28.35,Chip Transaction,Ontario,CA,5211,No,467775.0,2015-07-26
46.81,Chip Transaction,La Verne,CA,7349,No,772365.0,2015-07-26
109.74,Chip Transaction,La Verne,CA,5621,No,1810710.0,2015-07-28
133.33,Chip Transaction,La Verne,CA,5912,No,2199945.0,2015-07-29
119.09,Chip Transaction,La Verne,CA,5912,No,1964985.0,2015-07-30
68.69,Chip Transaction,Marlton,NJ,5812,No,1133385.0,2015-07-31
87.59,Chip Transaction,Marlton,NJ,5912,No,1445235.0,2015-08-04
83.19,Chip Transaction,Marlton,NJ,5812,No,1372635.0,2015-08-04
-52.0,Chip Transaction,Marlton,NJ,5541,No,-858000.0,2015-08-08
67.8,Chip Transaction,Marlton,NJ,5541,No,1118700.0,2015-08-08
52.0,Chip Transaction,Marlton,NJ,5541,No,858000.0,2015-08-08
10.26,Chip Transaction,Mira Loma,CA,5812,No,169290.0,2015-08-12
29.37,Chip Transaction,Las Vegas,NV,5499,No,484605.0,2015-08-13
65.0,Chip Transaction,Las Vegas,NV,5499,No,1072500.0,2015-08-13
-65.0,Chip Transaction,Las Vegas,NV,5499,No,-1072500.0,2015-08-13
40.08,Chip Transaction,Monterey Park,CA,5942,No,661320.0,2015-08-15
10.77,Chip Transaction,Mira Loma,CA,5541,No,177705.0,2015-08-16
9.74,Chip Transaction,Mira Loma,CA,5541,No,160710.0,2015-08-17
146.32,Chip Transaction,Monterey Park,CA,5411,No,2414280.0,2015-08-22
31.2,Chip Transaction,Monterey Park,CA,5942,No,514800.0,2015-08-22
1.49,Chip Transaction,La Verne,CA,5499,No,24585.0,2015-08-22
143.56,Chip Transaction,La Verne,CA,5912,No,2368740.0,2015-08-24
92.25,Chip Transaction,La Verne,CA,5912,No,1522125.0,2015-09-01
7.04,Online Transaction,ONLINE,Unknown,5815,No,116160.0,2015-09-01
138.59,Chip Transaction,La Verne,CA,5912,No,2286735.0,2015-09-04
140.0,Chip Transaction,Mira Loma,CA,4829,No,2310000.0,2015-09-05
111.53,Chip Transaction,La Verne,CA,5311,No,1840245.0,2015-09-08
100.94,Chip Transaction,La Verne,CA,5912,No,1665510.0,2015-09-09
1.51,Chip Transaction,Newport Beach,CA,5499,No,24915.0,2015-09-10
119.02,Chip Transaction,Newport Beach,CA,5912,No,1963830.0,2015-09-11
5.92,Chip Transaction,La Verne,CA,5814,No,97680.0,2015-09-14
41.37,Online Transaction,ONLINE,Unknown,5193,No,682605.0,2015-09-17
24.14,Swipe Transaction,Mira Loma,CA,7832,No,398310.0,2015-09-17
32.63,Chip Transaction,Monterey Park,CA,5411,No,538395.0,2015-09-20
51.33,Chip Transaction,Yorba Linda,CA,5411,No,846945.0,2015-09-21
-72.0,Chip Transaction,Yorba Linda,CA,5541,No,-1188000.0,2015-09-22
56.32,Chip Transaction,Yorba Linda,CA,5541,No,929280.0,2015-09-22
72.0,Chip Transaction,Yorba Linda,CA,5541,No,1188000.0,2015-09-22
143.33,Chip Transaction,Yorba Linda,CA,4814,No,2364945.0,2015-09-22
48.82,Chip Transaction,La Verne,CA,5912,No,805530.0,2015-09-26
61.41,Chip Transaction,La Verne,CA,7538,No,1013265.0,2015-09-27
16.51,Chip Transaction,La Verne,CA,7230,No,272415.0,2015-09-27
9.35,Swipe Transaction,La Verne,CA,5812,No,154275.0,2015-09-28
40.02,Chip Transaction,La Verne,CA,5411,No,660330.0,2015-09-29
17.68,Swipe Transaction,Mira Loma,CA,7832,No,291720.0,2015-10-02
49.87,Chip Transaction,La Verne,CA,7538,No,822855.0,2015-10-03
28.64,Chip Transaction,Monterey Park,CA,5942,No,472560.0,2015-10-04
115.42,Chip Transaction,La Verne,CA,5655,No,1904430.0,2015-10-05
73.42,Swipe Transaction,La Verne,CA,5812,No,1211430.0,2015-10-05
145.24,Chip Transaction,La Verne,CA,5300,No,2396460.0,2015-10-09
139.81,Chip Transaction,Monterey Park,CA,5411,No,2306865.0,2015-10-12
40.05,Chip Transaction,Monterey Park,CA,5411,No,660825.0,2015-10-12
47.42,Chip Transaction,La Verne,CA,5912,No,782430.0,2015-10-14
44.29,Online Transaction,ONLINE,Unknown,4900,No,730785.0,2015-10-15
2.07,Chip Transaction,Monterey Park,CA,5942,No,34155.0,2015-10-16
186.95,Chip Transaction,La Verne,CA,5300,No,3084675.0,2015-10-18
66.64,Chip Transaction,La Verne,CA,7538,No,1099560.0,2015-10-20
9.12,Chip Transaction,Mira Loma,CA,5812,No,150480.0,2015-10-21
44.42,Chip Transaction,La Verne,CA,5411,No,732930.0,2015-10-22
7.36,Online Transaction,ONLINE,Unknown,5815,No,121440.0,2015-10-25
130.84,Chip Transaction,La Verne,CA,5912,No,2158860.0,2015-10-28
64.92,Chip Transaction,La Verne,CA,7349,No,1071180.0,2015-10-30
139.32,Chip Transaction,La Verne,CA,5300,No,2298780.0,2015-11-01
122.25,Online Transaction,ONLINE,Unknown,4900,No,2017125.0,2015-11-02
109.87,Chip Transaction,La Verne,CA,5411,No,1812855.0,2015-11-03
40.03,Chip Transaction,La Verne,CA,5912,No,660495.0,2015-11-04
143.06,Chip Transaction,Monterey Park,CA,5411,No,2360490.0,2015-11-11
124.06,Chip Transaction,La Verne,CA,5300,No,2046990.0,2015-11-12
20.12,Chip Transaction,Ontario,CA,5211,No,331980.0,2015-11-12
65.88,Chip Transaction,La Verne,CA,7538,No,1087020.0,2015-11-13
66.75,Chip Transaction,La Verne,CA,5311,No,1101375.0,2015-11-15
5.19,Chip Transaction,Monterey Park,CA,5411,No,85635.0,2015-11-16
5.41,Chip Transaction,Mira Loma,CA,5541,No,89265.0,2015-11-18
116.4,Chip Transaction,La Verne,CA,5411,No,1920600.0,2015-11-20
65.61,Chip Transaction,Mira Loma,CA,5812,No,1082565.0,2015-11-20
8.61,Chip Transaction,La Verne,CA,5411,No,142065.0,2015-11-21
47.21,Chip Transaction,Monterey Park,CA,5942,No,778965.0,2015-11-22
10.25,Chip Transaction,La Verne,CA,5411,No,169125.0,2015-11-23
51.14,Chip Transaction,La Verne,CA,5912,No,843810.0,2015-11-29
1.58,Chip Transaction,La Verne,CA,5499,No,26070.0,2015-11-29
26.63,Chip Transaction,La Verne,CA,7230,No,439395.0,2015-11-30
1.57,Chip Transaction,La Verne,CA,5499,No,25905.0,2015-11-30
41.68,Chip Transaction,La Verne,CA,5411,No,687720.0,2015-12-01
12.8,Chip Transaction,La Verne,CA,5411,No,211200.0,2015-12-01
173.44,Online Transaction,ONLINE,Unknown,5311,No,2861760.0,2015-12-03
78.54,Chip Transaction,Mira Loma,CA,5812,No,1295910.0,2015-12-03
93.59,Chip Transaction,La Verne,CA,5300,No,1544235.0,2015-12-05
71.61,Chip Transaction,La Verne,CA,7538,No,1181565.0,2015-12-05
43.0,Online Transaction,ONLINE,Unknown,4900,No,709500.0,2015-12-09
69.05,Chip Transaction,La Verne,CA,5814,No,1139325.0,2015-12-10
41.41,Chip Transaction,Monterey Park,CA,5942,No,683265.0,2015-12-12
61.1,Chip Transaction,Spring Valley,CA,5311,No,1008150.0,2015-12-14
140.0,Chip Transaction,Mira Loma,CA,4829,No,2310000.0,2015-12-19
28.19,Chip Transaction,Monterey Park,CA,5411,No,465135.0,2015-12-19
115.84,Chip Transaction,La Verne,CA,5300,No,1911360.0,2015-12-19
112.77,Chip Transaction,Monterey Park,CA,5411,No,1860705.0,2015-12-24
143.31,Chip Transaction,Mira Loma,CA,5541,No,2364615.0,2015-12-25
1.82,Chip Transaction,La Verne,CA,5499,No,30030.0,2015-12-25
16.47,Chip Transaction,La Verne,CA,5814,No,271755.0,2015-12-27
140.21,Chip Transaction,La Verne,CA,5655,No,2313465.0,2015-12-31
129.62,Chip Transaction,Mira Loma,CA,5541,No,2138730.0,2016-01-01
68.54,Chip Transaction,La Verne,CA,5651,No,1130910.0,2016-01-01
40.93,Chip Transaction,Monterey Park,CA,5942,No,675345.0,2016-01-02
125.29,Chip Transaction,Mira Loma,CA,5541,No,2067285.0,2016-01-03
90.09,Chip Transaction,La Verne,CA,5300,No,1486485.0,2016-01-03
68.25,Chip Transaction,La Verne,CA,5814,No,1126125.0,2016-01-03
40.65,Chip Transaction,La Verne,CA,5912,No,670725.0,2016-01-05
33.24,Chip Transaction,La Verne,CA,7230,No,548460.0,2016-01-07
61.03,Chip Transaction,Monterey Park,CA,5651,No,1006995.0,2016-01-07
6.43,Chip Transaction,Monterey Park,CA,5411,No,106095.0,2016-01-08
149.58,Chip Transaction,Mira Loma,CA,5541,No,2468070.0,2016-01-10
128.64,Online Transaction,ONLINE,Unknown,4900,No,2122560.0,2016-01-13
114.86,Chip Transaction,La Verne,CA,5311,No,1895190.0,2016-01-20
167.58,Chip Transaction,La Verne,CA,5411,No,2765070.0,2016-01-22
35.91,Chip Transaction,La Verne,CA,5912,No,592515.0,2016-01-26
104.72,Chip Transaction,La Verne,CA,5300,No,1727880.0,2016-02-01
83.71,Chip Transaction,La Verne,CA,5814,No,1381215.0,2016-02-01
25.46,Chip Transaction,La Verne,CA,7230,No,420090.0,2016-02-07
50.83,Chip Transaction,La Verne,CA,5912,No,838695.0,2016-02-08
36.75,Chip Transaction,La Verne,CA,5411,No,606375.0,2016-02-09
28.55,Chip Transaction,La Verne,CA,5912,No,471075.0,2016-02-11
1.74,Chip Transaction,La Verne,CA,5499,No,28710.0,2016-02-18
35.9,Chip Transaction,Monterey Park,CA,5411,No,592350.0,2016-02-19
148.96,Chip Transaction,La Verne,CA,5300,No,2457840.0,2016-02-23
70.14,Chip Transaction,La Verne,CA,5912,No,1157310.0,2016-02-26
12.63,Chip Transaction,La Verne,CA,5300,No,208395.0,2016-02-26
152.09,Chip Transaction,La Verne,CA,5300,No,2509485.0,2016-02-28
123.81,Chip Transaction,La Verne,CA,5411,No,2042865.0,2016-03-02
140.13,Chip Transaction,Monterey Park,CA,5411,No,2312145.0,2016-03-05
79.19,Chip Transaction,Monterey Park,CA,5411,No,1306635.0,2016-03-07
12.6,Chip Transaction,Monterey Park,CA,5411,No,207900.0,2016-03-08
43.07,Chip Transaction,La Verne,CA,5411,No,710655.0,2016-03-10
153.62,Chip Transaction,La Verne,CA,5912,No,2534730.0,2016-03-11
65.48,Chip Transaction,La Verne,CA,7538,No,1080420.0,2016-03-12
26.56,Chip Transaction,La Verne,CA,7230,No,438240.0,2016-03-12
10.01,Chip Transaction,La Verne,CA,5411,No,165165.0,2016-03-13
59.97,Chip Transaction,La Verne,CA,7538,No,989505.0,2016-03-14
18.62,Chip Transaction,La Verne,CA,7230,No,307230.0,2016-03-15
100.64,Chip Transaction,La Verne,CA,5912,No,1660560.0,2016-03-16
67.03,Chip Transaction,La Verne,CA,5300,No,1105995.0,2016-03-17
60.52,Chip Transaction,Mira Loma,CA,5812,No,998580.0,2016-03-17
17.82,Chip Transaction,Monterey Park,CA,7832,No,294030.0,2016-03-19
52.5,Chip Transaction,La Verne,CA,5411,No,866250.0,2016-03-20
45.8,Chip Transaction,La Verne,CA,5912,No,755700.0,2016-03-21
11.69,Chip Transaction,Mira Loma,CA,5812,No,192885.0,2016-03-23
35.09,Chip Transaction,La Verne,CA,5251,No,578985.0,2016-04-01
133.8,Chip Transaction,La Verne,CA,5300,No,2207700.0,2016-04-03
46.17,Chip Transaction,La Verne,CA,5912,No,761805.0,2016-04-03
15.97,Chip Transaction,Monterey Park,CA,5411,No,263505.0,2016-04-05
23.83,Chip Transaction,La Verne,CA,5411,No,393195.0,2016-04-06
98.04,Chip Transaction,Mira Loma,CA,5812,No,1617660.0,2016-04-07
27.78,Chip Transaction,La Verne,CA,7230,No,458370.0,2016-04-09
31.56,Chip Transaction,La Verne,CA,5251,No,520740.0,2016-04-12
-62.0,Chip Transaction,La Verne,CA,5499,No,-1023000.0,2016-04-12
78.25,Chip Transaction,La Verne,CA,5499,No,1291125.0,2016-04-12
62.0,Chip Transaction,La Verne,CA,5499,No,1023000.0,2016-04-12
146.05,Chip Transaction,La Verne,CA,5912,No,2409825.0,2016-04-17
44.36,Chip Transaction,La Verne,CA,5912,No,731940.0,2016-04-17
2.05,Chip Transaction,La Verne,CA,5499,No,33825.0,2016-04-17
85.88,Chip Transaction,Manila,Philippines,5812,No,1417020.0,2016-04-20
3.78,Chip Transaction,Manila,Philippines,5411,No,62370.0,2016-04-24
124.1,Chip Transaction,Manila,Philippines,5310,No,2047650.0,2016-04-27
11.34,Chip Transaction,Manila,Philippines,5812,No,187110.0,2016-04-29
151.03,Chip Transaction,Manila,Philippines,5411,No,2491995.0,2016-05-02
11.31,Chip Transaction,Manila,Philippines,5812,No,186615.0,2016-05-05
98.41,Online Transaction,ONLINE,Unknown,5311,No,1623765.0,2016-05-06
118.19,Chip Transaction,Manila,Philippines,5912,No,1950135.0,2016-05-07
88.84,Chip Transaction,Mira Loma,CA,5812,No,1465860.0,2016-05-09
131.47,Chip Transaction,La Verne,CA,5311,No,2169255.0,2016-05-10
6.82,Chip Transaction,Kingston,Jamaica,5812,No,112530.0,2016-05-15
36.96,Chip Transaction,Kingston,Jamaica,5813,No,609840.0,2016-05-16
96.5,Chip Transaction,Kingston,Jamaica,5812,No,1592250.0,2016-05-18
40.38,Chip Transaction,Kingston,Jamaica,5814,No,666270.0,2016-05-20
34.9,Chip Transaction,Kingston,Jamaica,5912,No,575850.0,2016-05-23
35.27,Chip Transaction,Kingston,Jamaica,5912,No,581955.0,2016-05-27
36.65,Swipe Transaction,La Verne,CA,5193,No,604725.0,2016-05-30
108.09,Chip Transaction,La Verne,CA,5311,No,1783485.0,2016-06-01
31.04,Chip Transaction,Monterey Park,CA,7832,No,512160.0,2016-06-02
38.25,Chip Transaction,La Verne,CA,5912,No,631125.0,2016-06-05
38.85,Chip Transaction,La Verne,CA,5411,No,641025.0,2016-06-07
204.57,Online Transaction,ONLINE,Unknown,4814,No,3375405.0,2016-06-10
69.52,Chip Transaction,Mira Loma,CA,5541,No,1147080.0,2016-06-13
45.89,Chip Transaction,La Verne,CA,5912,No,757185.0,2016-06-17
62.83,Chip Transaction,La Verne,CA,7538,No,1036695.0,2016-06-17
50.17,Swipe Transaction,La Verne,CA,5812,No,827805.0,2016-06-17
144.95,Chip Transaction,La Verne,CA,5300,No,2391675.0,2016-06-19
79.88,Chip Transaction,La Verne,CA,5211,No,1318020.0,2016-06-21
41.86,Chip Transaction,La Verne,CA,5912,No,690690.0,2016-06-24
102.43,Chip Transaction,La Verne,CA,5411,No,1690095.0,2016-06-25
52.4,Chip Transaction,Monterey Park,CA,5942,No,864600.0,2016-06-28
39.56,Chip Transaction,Monterey Park,CA,5942,No,652740.0,2016-06-30
313.76,Chip Transaction,Monterey Park,CA,5310,No,5177040.0,2016-06-30
76.19,Swipe Transaction,La Verne,CA,5812,No,1257135.0,2016-07-01
3.26,Chip Transaction,Mira Loma,CA,5541,No,53790.0,2016-07-04
137.23,Chip Transaction,La Verne,CA,5912,No,2264295.0,2016-07-05
133.37,Chip Transaction,Mira Loma,CA,5541,No,2200605.0,2016-07-15
46.4,Chip Transaction,La Verne,CA,5912,No,765600.0,2016-07-17
-51.0,Chip Transaction,La Verne,CA,5499,No,-841500.0,2016-07-17
9.63,Chip Transaction,Monterey Park,CA,5411,No,158895.0,2016-07-17
51.0,Chip Transaction,La Verne,CA,5499,No,841500.0,2016-07-17
