image_name,date,total_amount_dollar,total_amount_rupiah,raw_text
X51006557161.jpg,24/10/2017,41.87,690855,"gakdenia bakeries ki. sdn bhd 139386 x 0l jalan felabur 28/14, 40.uo shah alam, selangor. tel 03- 55428228 fax us - 55423213 gst 0u 138 399040 tax invoice adjusthent note cash inv no, 7024f713 1605 4 date 24/10/2017 makassar fresh market sdn bhd ground fluor no 6 jalan s 15/ b. 47500 subang jaya, selangor veus fidzuan 9u6 dd 24/10/20 7 12 17 description u.p iss exc sale aut 0 . white 2.13 6.39 whol eeal 2.78 8.34 c jumibo 2.97 14.88 total ox supplies 26.61 cr-vanilla 0.72 20 20 44.4 total 6 supplies excl , gst 14,4 gst 0.86 total 6x supplies inc, gst 15,26 total 08 26,61 total payable 41.87 e. .0. . received above goods in good order condition the recipent of gardenid products is requred to iake riecessary adjustients to its input tax claims on the basic of the adjus tilents shown in this tax invoice adjus tient note customer s cofy ru supplies"
X51006556591.jpg,25/08/2017,5542.82,91456530,"gardema bakeries lsdn bhi l.39386 x lot jalan pelabur 23/, 40300 shah alamn, selangor tel 03- 5542.8228 far 63 55423213 gst i 000.58 399040 tak invoice adjustment note cash inv no, 7825f713 veus1 date 25/08/2017 hakassar fresh market sdn bhd grourid floor no 6 6 jalan s 15/4b 47500 subang jaya selangor veos ridzuan 19u0 ddd 25/08/2017 10.29 desc ption u.p jss exc d sale ant rid 0 white 2.13 6.39 wtol emeal 2.78 3.34 0. jlmbo 2.97 3 91 totol o supplies 23,64 kata-ori 2.40 100 total 6 supples excl , gst 12, 0 gst 6.72 total 6 supplies inc, gst 12.72 total 0x 23.64 total payable 36.36 e.00. . received above goods 1n good order cundition. the recipient of gardenia products 15 requirea to make necessary adjustrients to its input tax claims on the basic of the adjustirents shown l0 this tax involce adjustllent note customers cofy supplies"
X51005806679.jpg,32/02/2018,400.0,6600000,"lee war florist sdn bhd 521273-w 129,jalan tunh s lee , s00c0 kuala umpur, tei 03-20782322/312-5389466 fax 03- sales leewahflorist.com gst id oc10114990c8 tax invqice doc no cs 101839416 date. 32/02/2018 cashier user tme 21.41,00 salasperson ret. gst gst iem s price sif rice araauni talx 1015 12.u0 8r peacock yellow 1012 34 0j 3604 144.16 sr stktice full imp 1/45 58.00 6 48 01.48 sr lily concordo 2h 1037 2 6 co 6.36 1272 sr sn w whiite leaf 1050 40 3.71 371 3r florida beauty 1097 9.00 6.,54 38, 6 sr palm leaf l 1098 4.50 4,77 14.,31 sr palm leaf m 1006 22.00 23.32 23.32 sr rose india supericr 2748 12.0 1272 50.88 sr succulent l trolal qly 374.18 total sales , excluding gst 353.00 discount 0.00 total gst 21,18 rounding 0.02 tolal saloe inclusive of gst 374.20 cash 400.00 change 25.80 gst summary iax code ant r tax rm sr 353.0c 21.18 total 353.00 21.18 goods sold are not returnable, thank you."
X51008142061.jpg,03/05/2018,178.08,2938320,"kedai papan yew chuan 0005583085-k lot 276 jalan banting 43800 dengkil , selangor tel 03-87686092 fax 03-87686092 gst id 000781500416 tax invoice bil to suci alam jaya transport no 1 jalan aman 2 taman desa 43800 dengkil selangor 017-6057770 doc no cs00012431 date 03/05/2018 cashier user time 13.,54.00 salesperson ref gst gst item sipuice siprice amouni 100135 8,00 8.48 33,92 sr besi r 5.5 cq 100139 8 17.00 18.02 144 16 sr besi y 10 cq total qty 12 178,08 total sales excludirig gst 168.,0q discount 0 00 total gst 10.,08 rounding 0.00 total salee inclueive of gst 178.08 cash 178.08 change 0.00 gst summary tax code amt rm tax rm sr 6 168,00 10 08 total 168.00 10.08 goods sold are not returnable, thank you 9y tax"
X51007339139.jpg,21/03/2017,20.0,330000,"sanyo stationery shop no. 3168336,jalan seta . lah u13/x 40170 setia alam mobile /wiiatsapps 6012-918 7937 tel 603-3362 4137 gst id no 00153176c640 tax invoice owned by sanyu supply sdn bhd 1135772-k cash sales counter 2046-0021 pom pom m-2314 2 x 5,0ooo 10.00 sr total sales inclusive gst 6 10.00 discount 0.0o total 10.00 round adj 0.00 final total 1o.qo cash 20.00 change 10.00 gst summary amount rm tax rm sp 6 9.43 0.57 inv no cs-sa-0l73011 date 21/03/2017 goods sold are not returnable refundable thank you for yourpatronage please come again terima kasih sila datang agi please keep tkis receipt proveof purchase datefor l.t prodl warranty rpose follow us in facebook sanyu.stationery"
X51006556646.jpg,unknown,38.41,633765,"natur not requ account s copy gardemia bakekies ki sin khd 39386 x lol 3 jalan pelabur 23/1, 40juu shafi alam, tel 03- 55423228 far 3 5eton596s2s gst i 00438 399040 tax inoice adjustment note cash inv no, 7821f714 veos 14 date 2108/2017 hakassar fresh arket s n bhd grqund floor 6 , jalan 5s 15/ 47500 subang jata selangor veos ridzuan 1930 dd 1/08/20 7 1 5 description u.p tss exc sale amt 0. . white 2.13 6.39 wholemeal 2.78 13 . 90 jumibo 7.97 14.85 total 08 ies 35,14 delicia-b/scotch 3.72 7.44 cr-chocl 7 2 20 20 14.40 cr-b scotch 0.72 20 20 14.40 total 6 supplies excl , gst 36,24 gst 2.17 total 6x supplies inc. gst 38.41 total 0 supplies 35.14 total 2 73,55 e .0e received above goods 1n good order condition. the recipient of gardenia products is required to ike neceszary adjus tilients to nput tax clais on the basic of the adjustuents shown in this tax invoice adjustmlerit note customerscopy rm suppli pay w its"
X51005745183.jpg,22/02/2018,80.1,1321650,"billion six enterprise p no 3, jalan taman jasa 2 section u6, 40150 shah alam, tel 603-58856749 gst no 000944312320 tax involce invoice no -17o891 date 22/02/2018 7.41.46 am cashier 123 deacription qty price amount kaea sr 8566405112206 11 5.80 65.80 tg7 7 hips plate 6opcs jp totai 63 dlscount 00 tabistuaa gst 8.00 63.80 master card 63.80 5148826201779121 st summary amount rm tax rm 5, 6.00 80.10 3.6 2 barang yang sudah di beli wang tidak dapat di kembalikan pertukaran barang hanya boleh dibual dalam 3 hari sahaja dengan resit reg"
X51006414733.jpg,01/04/2018,122.78,2025870,"9otolp aeon co . m bhd 126926-h 3rd flr, aeon taman maluri sc jln jejaka. taman maluri cheras , 55100 kuala lumpur gst id 002017394688 shopping hours sun-thu iq00 hrs 2230 hrs fri-sat 1oq0 hrs 2300 hrs valued customer 1190052101 io ulir ix 000008541987 7.oozr sa mix plum ix 000002009131 7.5ozr r,gala apple ix 0000o1058621 9,85sr fouur seas seaw tx 000001038556 16 , 5osr chek hup 2int item promo 12.99 -3,51 ix 000007634147 7,5ozr tomato amoros ix 000007570247 12 ,50zr france green ki ix j0o004291008 4,8ozr t cherry honey ix 000000135412 15.90sr susht set-ptc ix 000000381093 33zr jamau azr madu ix 000000388658 2 ,50zr cut feuits 1.99 ix 00oooo820888 qozr za myn beauty ix 000000381000 4,61zr cavandish banan ix 0000o2003191 10.90zr blueberry ix 00000o532075 9osr egg kani mavg ix 0000005122077 qosr coleslaw sandwi ix 000008202802 7.5osr wanfa dried fis sub-total 122.78 tota/ sales inc gst 122,78 rouridirg adj 0,02 tota after adj iric gst 122 , r0 cash 200 , oq item count 16 change amt 77.20 invoice no 2018040110100050063 gst summary amcunt tax sr 6x 50 , 13 3.01 zr 0 69 ,64 0 ,q0 total 119,77 3,01 01/04/2018 12 53 1010 005 0050063 0306651 pj nur ayu aeon permas jaya tel 1-300-80-aeon 2366 thank ycu for your patronage please come again"
X51006619777.jpg,unknown,27.3,450450,"99 speed mart 5/6 519537-x lot p.t. 33198, batu jalan kapar, mukim kapar 42100 klang, selangor 1558-tam pusat kepong gst id. no 000181747712 invoice no 0 17714/102/t0382 08 1oph 560197 30-06-10 8012 maricold hl milk 4l rh1j,58 3 02 x rh 64 79 559 tiger beer bottle 660ml rmi3. 70 3 total sales inclusive gst rm 27,28 rounding adjustment rm 02 rounding rk 27.j0 cask rm 27.30 change rh oq gst summary amountirh tax rm 6/ 25,74 1.54 thank you please come the invoice for applicable returns again keep"
X51006647932.jpg,14/05/2018,87.1,1437150,"3 l8 0077 3 v a lu uroko japanese cuisine sdn bhd 224-1, jalan 17/54, section 17, 46400 petaling jaya, selangor. 03-7932 1023/0191 gst no 001126838272 bill no 01h-26411 date 14/05/2018 12 14.08 pm cashier flor table no to3 qty description amount uroko salad 28.00 28.00 sr niku shogayaki set 38.68 sr 38.68 garlic chahan 6.00 sr 2 green tea 1.00 2.00 sr total 74.68 discount .00 service chg 10.00 7.47 gst 4.93 grand total 87.08 rounding adjustment 002 net total 87.10 m gst summary amount rm tax rm sr 6 00 82. 15 4 93 ll reg"
X51005433522.jpg,unknown,57.1,942150,"unihakka international sdn bhd 10 mar 2018 18.24 867388-u 12, jalan tampoi 7/4,kawasan perindustrian tampoi,81200 johor bahru,johor tax invoice invoice or18031002160274 item at totab sr 1q0100000035 meat st.10 57.10 sr i0010oo00015- vegetable 1.10 51.10 amount 8,20 gst 8 0.48 nett otal 8,20 payrent mode amount cash 58,20 change 50,00 st summar amountfs taxt sr gstex 0.43 st reg 00u656195584 bar wangrice permas jaya price inclusive ol gst thank you come againl like and follaw us on facebogkl facebpok com barwvangrice ao3o3o vege total"
X51006556650.jpg,19/08/2017,50.6,834900,"gardenia bakeries kl sin bhd .39386 x lot , jalan f elabur 23/1, 403u0 shah alam, tel 03- 55423228 fox o - a9is2us gst i 0003813990 0 tak inoice adjusthent note cash inv no, 7819f712 veos 14 date 19/08/2017 hakassar fresh harket sdn bhd ground floor no 4 6, jalan ss 15/48 47500 subang jaya selangor veos ridzuan i/900 dd 19/08/2017 10 38 descrption u.p iss exc d sale amt rm 0.c white 2.13 4.26 whol emeal 2.78 8 .34 0. jumbo 2.97 14.85 total 08 27.45 delicia-b/scotch 3. 72 7.44 cr-b scotch 0 26 20 14 40 total 6 supplies excl , gst 21,84 gst 1,31 total 6x supplies inc, gst 23.15 total 0x ies 27,.,45 total payable 50.60 0. .0.e. received above goods in gooa order condition. the recipient of gardenia products 1s required to mnke necessary adjustments to its input tax claims on the basic of the adjus tillents shorn in this tax invoice adjus tient note customers opy supplies suppl e"
X51008142059.jpg,17/04/2018,190.8,3148200,"kedai papan yew chuan 0005583085-k lot 276 jalan banting 43800 dengkil selangor tel 03-87686092 fax 03-87686092 gst id 000781500416 iax invoice bill to suci alam jaya transport no 1 jalan aman 2 taman desa 43800 dengkil selangor 017-6057770 doc no. cso0011904 date 17/04/2018 cashier user time 10.50.00 salesperson ref gst gst itein qy sipvice siprice amount tax 101756 10 16.50 17,.49 174,.90 sr simen 100160 5 3.00 3.18 15.90 sr kapur air a1 total 15 190.80 total sales excluding gst 180,00 discount 0.00 total gst 10.80 rounding 0.00 totdusales inclusive of gst 190.80 cash 190.80 change 0.00 gst summary tax code amt rm tax rm sr 6 180,00 10.80 total 180.00 10.80 goods sold are not returnable, thank you, qty"
